uniprot_id	entrez_id	class	subclass
P62857	6234	Other protein	OP
P15880	6187	Other protein	OP
P46782	6193	Other protein	OP
P62753	6194	Other protein	OP
P62241	6202	Other protein	OP
P46781	6203	Other protein	OP
P08865	3921	Other protein	OP
Q9Y3I0	51493	Other protein	OP
Q9Y230	10856	Other protein	OP
P04271	6285	Other protein	OP
P29377	795	Other protein	OP
P25815	6286	Other protein	OP
P23297	6271	Other protein	OP
P29034	6273	Other protein	OP
P26447	6275	Other protein	OP
P06703	6277	Other protein	OP
P31151	6278	Other protein	OP
P05109	6279	Other protein	OP
P06702	6280	Other protein	OP
P60903	6281	Other protein	OP
P80511	6283	Other protein	OP
Q99584	6284	Other protein	OP
Q96FQ6	140576	Other protein	OP
O76054	23541	Other protein	OP
Q9UDX4	266629	Other protein	OP
Q9UDX3	284904	Other protein	OP
P18405	6715	Other protein	OP
P17900	2760	Other protein	OP
P07602	5660	Other protein	OP
Q9Y6B6	51128	Other protein	OP
P21673	6303	Other protein	OP
Q96I15	51540	Other protein	OP
Q96GD3	22955	Other protein	OP
Q07699	6324	Other protein	OP
O60939	6327	Other protein	OP
Q9NY72	55800	Other protein	OP
Q8IWT1	6330	Other protein	OP
Q01118	6332	Other protein	OP
O75880	6341	Other protein	OP
P55809	5019	Other protein	OP
Q8WTV0	949	Other protein	OP
P34741	6383	Other protein	OP
P48061	6387	Other protein	OP
Q99470	6388	Other protein	OP
P31040	6389	Other protein	OP
P21912	6390	Other protein	OP
P20132	10993	Other protein	OP
Q96GA7	113675	Other protein	OP
P04279	6406	Other protein	OP
Q02383	6407	Other protein	OP
P49908	6414	Other protein	OP
O43175	26227	Other protein	OP
P78330	5723	Other protein	OP
Q9Y617	29968	Other protein	OP
Q15637	7536	Other protein	OP
Q15428	8175	Other protein	OP
Q12874	10946	Other protein	OP
O75533	23451	Other protein	OP
Q15393	23450	Other protein	OP
P23246	6421	Other protein	OP
Q6FHJ7	6424	Other protein	OP
Q8IWL2	653509	Other protein	OP
P35247	6441	Other protein	OP
Q9UQQ2	10019	Other protein	OP
P04278	6462	Other protein	OP
Q9UNP4	8869	Other protein	OP
Q9Y286	27036	Other protein	OP
O15304	10572	Other protein	OP
P63208	6500	Other protein	OP
Q15796	4087	Other protein	OP
O60264	8467	Other protein	OP
Q969G3	6605	Other protein	OP
P62316	6633	Other protein	OP
Q9NWM0	54498	Other protein	OP
P61278	6750	Other protein	OP
Q16613	15	Other protein	OP
P60880	6616	Other protein	OP
P09012	6626	Other protein	OP
O60493	8724	Other protein	OP
Q9BZZ2	6614	Other protein	OP
P35610	6646	Other protein	OP
O75908	8435	Other protein	OP
P00441	6647	Other protein	OP
P04179	6648	Other protein	OP
P30626	6717	Other protein	OP
Q9BQB4	50964	Other protein	OP
Q9P0Z9	51268	Other protein	OP
Q9HD40	51091	Other protein	OP
Q8WWL2	84501	Other protein	OP
P09486	6678	Other protein	OP
P52788	6611	Other protein	OP
Q01082	6711	Other protein	OP
P21549	189	Other protein	OP
P36956	6720	Other protein	OP
P37108	6727	Other protein	OP
Q9GZT4	63826	Other protein	OP
Q07955	6426	Other protein	OP
Q08170	6429	Other protein	OP
P50225	6817	Other protein	OP
O43704	27284	Other protein	OP
P49888	6783	Other protein	OP
Q06520	6822	Other protein	OP
O00204	6820	Other protein	OP
P51692	6777	Other protein	OP
Q8WWQ8	55576	Other protein	OP
P31948	10963	Other protein	OP
Q9H169	81551	Other protein	OP
P08842	412	Other protein	OP
Q96I99	8801	Other protein	OP
P14410	6476	Other protein	OP
P51687	6821	Other protein	OP
P49588	16	Other protein	OP
Q5JTZ9	57505	Other protein	OP
P49589	833	Other protein	OP
Q9HA77	79587	Other protein	OP
P14868	1615	Other protein	OP
Q6PI48	55157	Other protein	OP
Q5JPH6	124454	Other protein	OP
P07814	2058	Other protein	OP
Q9Y285	2193	Other protein	OP
Q9NSD9	10056	Other protein	OP
O95363	10667	Other protein	OP
P12081	3035	Other protein	OP
P41252	3376	Other protein	OP
Q9NSE4	55699	Other protein	OP
Q15046	3735	Other protein	OP
Q9P2J5	51520	Other protein	OP
Q15031	23395	Other protein	OP
P17600	6853	Other protein	OP
O43776	4677	Other protein	OP
Q96I59	79731	Other protein	OP
Q7L3T8	25973	Other protein	OP
P49591	6301	Other protein	OP
Q8N9I0	127833	Other protein	OP
P26639	6897	Other protein	OP
Q96C24	94121	Other protein	OP
Q9BW92	80222	Other protein	OP
P37840	6622	Other protein	OP
P26640	7407	Other protein	OP
P23381	7453	Other protein	OP
Q9UGM6	10352	Other protein	OP
P54577	8565	Other protein	OP
Q9Y2Z4	51067	Other protein	OP
Q96EM0	112849	Other protein	OP
Q15750	10454	Other protein	OP
P37802	8407	Other protein	OP
Q01995	6876	Other protein	OP
P10636	4137	Other protein	OP
P68363	10376	Other protein	OP
Q9BQE3	84790	Other protein	OP
Q6PEY2	112714	Other protein	OP
Q9NY65	51807	Other protein	OP
Q9H4B7	81027	Other protein	OP
Q13885	7280	Other protein	OP
Q9BVA1	347733	Other protein	OP
P04350	10382	Other protein	OP
Q9BUF5	84617	Other protein	OP
Q9UJT1	51174	Other protein	OP
Q9UJT0	51175	Other protein	OP
P23258	7283	Other protein	OP
P20061	6947	Other protein	OP
P49368	7203	Other protein	OP
P13693	7178	Other protein	OP
P04053	1791	Other protein	OP
P55072	7415	Other protein	OP
O14746	7015	Other protein	OP
P05452	7123	Other protein	OP
Q04206	5970	Other protein	OP
P04155	7031	Other protein	OP
Q03403	7032	Other protein	OP
Q9UP52	7036	Other protein	OP
P13726	2152	Other protein	OP
P01137	7040	Other protein	OP
P10600	7043	Other protein	OP
Q08188	7053	Other protein	OP
P09110	30	Other protein	OP
P10599	7295	Other protein	OP
Q16762	7263	Other protein	OP
P49788	5918	Other protein	OP
Q9UHF0	6866	Other protein	OP
P29401	7086	Other protein	OP
Q9NVH6	55217	Other protein	OP
Q9Y275	10673	Other protein	OP
O14788	8600	Other protein	OP
P01375	7124	Other protein	OP
P01374	4049	Other protein	OP
P63316	7134	Other protein	OP
P02585	7125	Other protein	OP
P19429	7137	Other protein	OP
Q02880	7155	Other protein	OP
O75865	79090	Other protein	OP
Q86SZ2	122553	Other protein	OP
O43399	7165	Other protein	OP
P60174	7167	Other protein	OP
Q9H3S4	27010	Other protein	OP
P09493	7168	Other protein	OP
P06753	7170	Other protein	OP
P67936	7171	Other protein	OP
P51580	7172	Other protein	OP
Q9Y5R8	58485	Other protein	OP
O43617	27095	Other protein	OP
Q9Y296	51399	Other protein	OP
Q8IUR0	126003	Other protein	OP
P07204	7056	Other protein	OP
O14717	1787	Other protein	OP
Q9NP99	54210	Other protein	OP
P02787	7018	Other protein	OP
O60858	10206	Other protein	OP
Q16881	7296	Other protein	OP
Q9NNW7	10587	Other protein	OP
P98066	7130	Other protein	OP
Q9Y4R7	26140	Other protein	OP
P50607	7275	Other protein	OP
P19971	1890	Other protein	OP
O60294	9836	Other protein	OP
Q16222	6675	Other protein	OP
P62837	7322	Other protein	OP
P22314	7317	Other protein	OP
P0CG47	7314	Other protein	OP
P0CG48	7316	Other protein	OP
Q5T4S7	23352	Other protein	OP
Q9BZX2	7371	Other protein	OP
Q9NWZ5	54963	Other protein	OP
P47985	7386	Other protein	OP
O60656	54600	Other protein	OP
Q6NUS8	133688	Other protein	OP
O60701	7358	Other protein	OP
Q13564	8883	Other protein	OP
P11172	7372	Other protein	OP
P13051	7374	Other protein	OP
Q03405	5329	Other protein	OP
Q16831	7378	Other protein	OP
P11684	7356	Other protein	OP
P46939	7402	Other protein	OP
P23763	6843	Other protein	OP
P63027	6844	Other protein	OP
Q15904	537	Other protein	OP
P19320	7412	Other protein	OP
P21796	7416	Other protein	OP
P45880	7417	Other protein	OP
Q9Y277	7419	Other protein	OP
P15692	7422	Other protein	OP
P49765	7423	Other protein	OP
P08670	7431	Other protein	OP
Q8N0U8	154807	Other protein	OP
P98155	7436	Other protein	OP
P02774	2638	Other protein	OP
P04004	7448	Other protein	OP
P04275	7450	Other protein	OP
P42768	7454	Other protein	OP
Q13426	7518	Other protein	OP
P25311	563	Other protein	OP
P08048	7544	Other protein	OP
Q15942	7791	Other protein	OP
A0AV02	84561	Transporter	Transporter
A0PJK1	125206	Transporter	Transporter
A1A5C7	63027	Transporter	Transporter
A4IF30	341880	Transporter	Transporter
A6NFX1	388931	Transporter	Transporter
A6NNN8	146167	Transporter	Transporter
O00337	9154	Transporter	Transporter
O00341	6512	Transporter	Transporter
O00400	9197	Transporter	Transporter
O00476	10786	Transporter	Transporter
O00624	10246	Transporter	Transporter
O14863	7782	Transporter	Transporter
O14975	11001	Transporter	Transporter
O14983	487	Transporter	Transporter
O15118	4864	Transporter	Transporter
O15244	6582	Transporter	Transporter
O15245	6580	Transporter	Transporter
O15342	8992	Transporter	Transporter
O15374	9122	Transporter	Transporter
O15375	9121	Transporter	Transporter
O15403	9120	Transporter	Transporter
O15427	9123	Transporter	Transporter
O15431	1317	Transporter	Transporter
O15432	1318	Transporter	Transporter
O15438	8714	Transporter	Transporter
O15439	10257	Transporter	Transporter
O15440	10057	Transporter	Transporter
O43246	6545	Transporter	Transporter
O43511	5172	Transporter	Transporter
O43520	5205	Transporter	Transporter
O43772	788	Transporter	Transporter
O43808	10478	Transporter	Transporter
O43826	2542	Transporter	Transporter
O43861	374868	Transporter	Transporter
O43868	9153	Transporter	Transporter
O60312	57194	Transporter	Transporter
O60423	148229	Transporter	Transporter
O60669	9194	Transporter	Transporter
O60706	10060	Transporter	Transporter
O60721	9187	Transporter	Transporter
O60779	10560	Transporter	Transporter
O75027	22	Transporter	Transporter
O75110	10079	Transporter	Transporter
O75185	9914	Transporter	Transporter
O75348	9550	Transporter	Transporter
O75387	8501	Transporter	Transporter
O75746	8604	Transporter	Transporter
O75751	6581	Transporter	Transporter
O75947	10476	Transporter	Transporter
O76082	6584	Transporter	Transporter
O94823	23120	Transporter	Transporter
O94911	10351	Transporter	Transporter
O94956	11309	Transporter	Transporter
O95202	3954	Transporter	Transporter
O95255	368	Transporter	Transporter
O95258	9016	Transporter	Transporter
O95342	8647	Transporter	Transporter
O95436	10568	Transporter	Transporter
O95477	19	Transporter	Transporter
O95528	81031	Transporter	Transporter
O95563	25874	Transporter	Transporter
O95670	534	Transporter	Transporter
O95847	9481	Transporter	Transporter
O95907	23539	Transporter	Transporter
P00846	4508	Transporter	Transporter
P02730	6521	Transporter	Transporter
P03928	4509	Transporter	Transporter
P04920	6522	Transporter	Transporter
P05023	476	Transporter	Transporter
P05026	481	Transporter	Transporter
P05141	292	Transporter	Transporter
P05496	516	Transporter	Transporter
P06576	506	Transporter	Transporter
P08183	5243	Transporter	Transporter
P08195	6520	Transporter	Transporter
P09131	8273	Transporter	Transporter
P0C7Q5	646000	Transporter	Transporter
P0C7Q6	643664	Transporter	Transporter
P0CK96	728661	Transporter	Transporter
P0CK97	9906	Transporter	Transporter
P0DKB6	347411	Transporter	Transporter
P11166	6513	Transporter	Transporter
P11168	6514	Transporter	Transporter
P11169	6515	Transporter	Transporter
P12235	291	Transporter	Transporter
P12236	293	Transporter	Transporter
P13637	478	Transporter	Transporter
P13866	6523	Transporter	Transporter
P14415	482	Transporter	Transporter
P14672	6517	Transporter	Transporter
P15313	525	Transporter	Transporter
P16260	8034	Transporter	Transporter
P16615	488	Transporter	Transporter
P18859	522	Transporter	Transporter
P19634	6548	Transporter	Transporter
P20020	490	Transporter	Transporter
P20648	495	Transporter	Transporter
P21281	526	Transporter	Transporter
P21283	528	Transporter	Transporter
P21439	5244	Transporter	Transporter
P22732	6518	Transporter	Transporter
P23634	493	Transporter	Transporter
P23975	6530	Transporter	Transporter
P24539	515	Transporter	Transporter
P25705	498	Transporter	Transporter
P25874	7350	Transporter	Transporter
P27449	527	Transporter	Transporter
P28288	5825	Transporter	Transporter
P30049	513	Transporter	Transporter
P30531	6529	Transporter	Transporter
P30825	6541	Transporter	Transporter
P31639	6524	Transporter	Transporter
P31641	6533	Transporter	Transporter
P31645	6532	Transporter	Transporter
P32418	6546	Transporter	Transporter
P33527	4363	Transporter	Transporter
P33897	215	Transporter	Transporter
P35670	540	Transporter	Transporter
P36021	6567	Transporter	Transporter
P36542	509	Transporter	Transporter
P36543	529	Transporter	Transporter
P38606	523	Transporter	Transporter
P40879	1811	Transporter	Transporter
P41440	6573	Transporter	Transporter
P43003	6507	Transporter	Transporter
P43004	6506	Transporter	Transporter
P43005	6505	Transporter	Transporter
P43007	6509	Transporter	Transporter
P45844	9619	Transporter	Transporter
P46059	6564	Transporter	Transporter
P46721	6579	Transporter	Transporter
P48029	6535	Transporter	Transporter
P48065	6539	Transporter	Transporter
P48066	6538	Transporter	Transporter
P48067	6536	Transporter	Transporter
P48201	518	Transporter	Transporter
P48664	6511	Transporter	Transporter
P48751	6508	Transporter	Transporter
P48764	6550	Transporter	Transporter
P49279	6556	Transporter	Transporter
P49281	4891	Transporter	Transporter
P50443	1836	Transporter	Transporter
P50993	477	Transporter	Transporter
P51164	496	Transporter	Transporter
P52569	6542	Transporter	Transporter
P53007	6576	Transporter	Transporter
P53985	6566	Transporter	Transporter
P54219	6570	Transporter	Transporter
P54707	479	Transporter	Transporter
P54709	483	Transporter	Transporter
P54710	486	Transporter	Transporter
P55011	6558	Transporter	Transporter
P55017	6559	Transporter	Transporter
P55851	7351	Transporter	Transporter
P55916	7352	Transporter	Transporter
P56134	9551	Transporter	Transporter
P56381	514	Transporter	Transporter
P56385	521	Transporter	Transporter
P57057	54020	Transporter	Transporter
P57103	6547	Transporter	Transporter
P58743	375611	Transporter	Transporter
P61421	9114	Transporter	Transporter
P78363	24	Transporter	Transporter
P78381	7355	Transporter	Transporter
P78382	10559	Transporter	Transporter
P78383	10237	Transporter	Transporter
P82251	11136	Transporter	Transporter
P98194	27032	Transporter	Transporter
P98196	23250	Transporter	Transporter
P98198	57198	Transporter	Transporter
Q00325	5250	Transporter	Transporter
Q01650	8140	Transporter	Transporter
Q01814	491	Transporter	Transporter
Q01959	6531	Transporter	Transporter
Q02094	6005	Transporter	Transporter
Q02978	8402	Transporter	Transporter
Q03518	6890	Transporter	Transporter
Q03519	6891	Transporter	Transporter
Q04656	538	Transporter	Transporter
Q05940	6571	Transporter	Transporter
Q06055	517	Transporter	Transporter
Q06495	6569	Transporter	Transporter
Q07837	6519	Transporter	Transporter
Q08357	6575	Transporter	Transporter
Q08AI6	151258	Transporter	Transporter
Q09428	6833	Transporter	Transporter
Q0D2K0	348938	Transporter	Transporter
Q0GE19	84068	Transporter	Transporter
Q12908	6555	Transporter	Transporter
Q13183	9058	Transporter	Transporter
Q13336	6563	Transporter	Transporter
Q13433	25800	Transporter	Transporter
Q13454	7991	Transporter	Transporter
Q13488	10312	Transporter	Transporter
Q13621	6557	Transporter	Transporter
Q13733	480	Transporter	Transporter
Q14542	3177	Transporter	Transporter
Q14916	6568	Transporter	Transporter
Q14940	6553	Transporter	Transporter
Q14973	6554	Transporter	Transporter
Q15043	23516	Transporter	Transporter
Q15758	6510	Transporter	Transporter
Q15849	8170	Transporter	Transporter
Q16348	6565	Transporter	Transporter
Q16572	6572	Transporter	Transporter
Q16720	492	Transporter	Transporter
Q16864	9296	Transporter	Transporter
Q1EHB4	159963	Transporter	Transporter
Q2M3G0	340273	Transporter	Transporter
Q2M3M2	200010	Transporter	Transporter
Q2M3R5	159371	Transporter	Transporter
Q2VYF4	137994	Transporter	Transporter
Q2Y0W8	9498	Transporter	Transporter
Q3KNW5	345274	Transporter	Transporter
Q3KQZ1	399512	Transporter	Transporter
Q3SY17	147407	Transporter	Transporter
Q495M3	153201	Transporter	Transporter
Q495N2	285641	Transporter	Transporter
Q4G0N8	285335	Transporter	Transporter
Q4U2R8	9356	Transporter	Transporter
Q4ZJI4	150159	Transporter	Transporter
Q504Y0	221074	Transporter	Transporter
Q53GD3	80736	Transporter	Transporter
Q5BKX6	57210	Transporter	Transporter
Q5H9E4	401612	Transporter	Transporter
Q5K4L6	11000	Transporter	Transporter
Q5M8T2	340146	Transporter	Transporter
Q5PT55	347051	Transporter	Transporter
Q5SVS4	253512	Transporter	Transporter
Q5T1Q4	222553	Transporter	Transporter
Q5T3U5	89845	Transporter	Transporter
Q5TAH2	284525	Transporter	Transporter
Q5TF39	91749	Transporter	Transporter
Q63ZE4	387775	Transporter	Transporter
Q695T7	340024	Transporter	Transporter
Q6AI14	389015	Transporter	Transporter
Q6ICL7	339665	Transporter	Transporter
Q6J4K2	80024	Transporter	Transporter
Q6KCM7	114789	Transporter	Transporter
Q6N075	84975	Transporter	Transporter
Q6NT16	116843	Transporter	Transporter
Q6NUK1	29957	Transporter	Transporter
Q6NVV3	152519	Transporter	Transporter
Q6NXT4	55676	Transporter	Transporter
Q6P1K1	55652	Transporter	Transporter
Q6P1M0	10999	Transporter	Transporter
Q6P1Q0	25875	Transporter	Transporter
Q6P499	57185	Transporter	Transporter
Q6P5W5	55630	Transporter	Transporter
Q6PCB7	376497	Transporter	Transporter
Q6PIS1	151295	Transporter	Transporter
Q6PIV7	284723	Transporter	Transporter
Q6PML9	10463	Transporter	Transporter
Q6PXP3	155184	Transporter	Transporter
Q6Q0C1	283600	Transporter	Transporter
Q6T423	387601	Transporter	Transporter
Q6U841	57282	Transporter	Transporter
Q6UXD7	84179	Transporter	Transporter
Q6XR72	55532	Transporter	Transporter
Q6YBV0	120103	Transporter	Transporter
Q6ZMD2	201305	Transporter	Transporter
Q6ZMH5	283375	Transporter	Transporter
Q6ZQN7	353189	Transporter	Transporter
Q6ZSM3	387700	Transporter	Transporter
Q6ZT89	153328	Transporter	Transporter
Q70HW3	115286	Transporter	Transporter
Q71RS6	283652	Transporter	Transporter
Q76EJ3	11046	Transporter	Transporter
Q7L0J3	9900	Transporter	Transporter
Q7LBE3	115019	Transporter	Transporter
Q7RTP0	123606	Transporter	Transporter
Q7RTT9	222962	Transporter	Transporter
Q7RTX9	151473	Transporter	Transporter
Q7RTY0	201232	Transporter	Transporter
Q7RTY1	220963	Transporter	Transporter
Q7Z2H8	206358	Transporter	Transporter
Q7Z3Q1	283537	Transporter	Transporter
Q7Z4Y8	267020	Transporter	Transporter
Q7Z769	55508	Transporter	Transporter
Q86UD5	133308	Transporter	Transporter
Q86UG4	133482	Transporter	Transporter
Q86UK0	26154	Transporter	Transporter
Q86UQ4	154664	Transporter	Transporter
Q86UW1	200931	Transporter	Transporter
Q86UW2	123264	Transporter	Transporter
Q86VD7	284439	Transporter	Transporter
Q86VL8	146802	Transporter	Transporter
Q86VW1	85413	Transporter	Transporter
Q86WA9	284129	Transporter	Transporter
Q86YT5	284111	Transporter	Transporter
Q8IUA7	10350	Transporter	Transporter
Q8IVB4	285195	Transporter	Transporter
Q8IVJ1	254428	Transporter	Transporter
Q8IVM8	114571	Transporter	Transporter
Q8IVW8	124976	Transporter	Transporter
Q8IWA5	57153	Transporter	Transporter
Q8IWU4	169026	Transporter	Transporter
Q8IXU6	54733	Transporter	Transporter
Q8IY34	51296	Transporter	Transporter
Q8IY50	148641	Transporter	Transporter
Q8IZD6	55356	Transporter	Transporter
Q8IZM9	145389	Transporter	Transporter
Q8IZY2	10347	Transporter	Transporter
Q8N130	142680	Transporter	Transporter
Q8N139	23460	Transporter	Transporter
Q8N1S5	201266	Transporter	Transporter
Q8N357	54978	Transporter	Transporter
Q8N370	124935	Transporter	Transporter
Q8N413	283130	Transporter	Transporter
Q8N468	148808	Transporter	Transporter
Q8N4F4	283238	Transporter	Transporter
Q8N4M1	126969	Transporter	Transporter
Q8N5S1	284427	Transporter	Transporter
Q8N695	160728	Transporter	Transporter
Q8N697	121260	Transporter	Transporter
Q8N808	146861	Transporter	Transporter
Q8N8Q9	81614	Transporter	Transporter
Q8N8R3	123096	Transporter	Transporter
Q8N8Y2	245972	Transporter	Transporter
Q8NA29	84879	Transporter	Transporter
Q8NB49	286410	Transporter	Transporter
Q8NBI5	29015	Transporter	Transporter
Q8NBS3	83959	Transporter	Transporter
Q8NBW4	153129	Transporter	Transporter
Q8NCC5	84255	Transporter	Transporter
Q8NCK7	162515	Transporter	Transporter
Q8NCS7	204962	Transporter	Transporter
Q8NDX2	246213	Transporter	Transporter
Q8NEW0	148867	Transporter	Transporter
Q8NEY4	245973	Transporter	Transporter
Q8NFF2	123041	Transporter	Transporter
Q8NG04	65012	Transporter	Transporter
Q8NHE4	155066	Transporter	Transporter
Q8TAD4	64924	Transporter	Transporter
Q8TB61	347734	Transporter	Transporter
Q8TBB6	57709	Transporter	Transporter
Q8TBE7	80723	Transporter	Transporter
Q8TBP6	55972	Transporter	Transporter
Q8TCC7	9376	Transporter	Transporter
Q8TCU3	157724	Transporter	Transporter
Q8TD20	154091	Transporter	Transporter
Q8TD22	94097	Transporter	Transporter
Q8TDB8	144195	Transporter	Transporter
Q8TE54	115111	Transporter	Transporter
Q8TED4	219855	Transporter	Transporter
Q8TF62	79895	Transporter	Transporter
Q8TF71	117247	Transporter	Transporter
Q8WUG5	51310	Transporter	Transporter
Q8WUM9	6574	Transporter	Transporter
Q8WUT9	203427	Transporter	Transporter
Q8WUX1	92745	Transporter	Transporter
Q8WV83	80255	Transporter	Transporter
Q8WWI5	23446	Transporter	Transporter
Q8WWT9	64849	Transporter	Transporter
Q8WWX8	115584	Transporter	Transporter
Q8WWZ4	10349	Transporter	Transporter
Q8WWZ7	23461	Transporter	Transporter
Q8WY07	84889	Transporter	Transporter
Q92504	7922	Transporter	Transporter
Q92536	9057	Transporter	Transporter
Q92581	10479	Transporter	Transporter
Q92887	1244	Transporter	Transporter
Q92911	6528	Transporter	Transporter
Q92959	6578	Transporter	Transporter
Q93050	535	Transporter	Transporter
Q93084	489	Transporter	Transporter
Q969I6	55089	Transporter	Transporter
Q969S0	84912	Transporter	Transporter
Q96A05	90423	Transporter	Transporter
Q96A29	55343	Transporter	Transporter
Q96A46	81894	Transporter	Transporter
Q96AG3	91137	Transporter	Transporter
Q96BD0	28231	Transporter	Transporter
Q96BI1	5002	Transporter	Transporter
Q96CQ1	55186	Transporter	Transporter
Q96DW6	54977	Transporter	Transporter
Q96EP9	201780	Transporter	Transporter
Q96FL8	55244	Transporter	Transporter
Q96G79	113829	Transporter	Transporter
Q96GZ6	54946	Transporter	Transporter
Q96H72	91252	Transporter	Transporter
Q96H78	9673	Transporter	Transporter
Q96J65	94160	Transporter	Transporter
Q96J66	85320	Transporter	Transporter
Q96JT2	85414	Transporter	Transporter
Q96JW4	84102	Transporter	Transporter
Q96K37	79939	Transporter	Transporter
Q96KT7	83650	Transporter	Transporter
Q96LB4	127124	Transporter	Transporter
Q96N87	348932	Transporter	Transporter
Q96NB2	118980	Transporter	Transporter
Q96NT5	113235	Transporter	Transporter
Q96Q91	83697	Transporter	Transporter
Q96QD8	54407	Transporter	Transporter
Q96QE2	114134	Transporter	Transporter
Q96RN1	116369	Transporter	Transporter
Q96S37	116085	Transporter	Transporter
Q96SL1	84925	Transporter	Transporter
Q96T83	84679	Transporter	Transporter
Q99437	533	Transporter	Transporter
Q99624	10991	Transporter	Transporter
Q99726	7781	Transporter	Transporter
Q99758	21	Transporter	Transporter
Q99808	2030	Transporter	Transporter
Q99884	6534	Transporter	Transporter
Q9BQT8	89874	Transporter	Transporter
Q9BRI3	7780	Transporter	Transporter
Q9BRV3	55974	Transporter	Transporter
Q9BRY0	29985	Transporter	Transporter
Q9BS91	55032	Transporter	Transporter
Q9BSK2	84275	Transporter	Transporter
Q9BV35	79085	Transporter	Transporter
Q9BWM7	81855	Transporter	Transporter
Q9BXI2	83884	Transporter	Transporter
Q9BXP2	56996	Transporter	Transporter
Q9BXS9	65010	Transporter	Transporter
Q9BY07	57835	Transporter	Transporter
Q9BY10	57864	Transporter	Transporter
Q9BYT1	63910	Transporter	Transporter
Q9BYW1	66035	Transporter	Transporter
Q9BZC7	20	Transporter	Transporter
Q9BZD2	55315	Transporter	Transporter
Q9BZJ4	51629	Transporter	Transporter
Q9BZV2	80704	Transporter	Transporter
Q9BZW2	6561	Transporter	Transporter
Q9C0K1	64116	Transporter	Transporter
Q9GZN6	28968	Transporter	Transporter
Q9GZV3	60482	Transporter	Transporter
Q9H015	6583	Transporter	Transporter
Q9H0C2	83447	Transporter	Transporter
Q9H0U3	84061	Transporter	Transporter
Q9H172	64137	Transporter	Transporter
Q9H1K4	83733	Transporter	Transporter
Q9H1N7	51000	Transporter	Transporter
Q9H1U9	92014	Transporter	Transporter
Q9H1V8	388662	Transporter	Transporter
Q9H221	64241	Transporter	Transporter
Q9H222	64240	Transporter	Transporter
Q9H2B4	10861	Transporter	Transporter
Q9H2D1	81034	Transporter	Transporter
Q9H2H9	81539	Transporter	Transporter
Q9H2J7	55117	Transporter	Transporter
Q9H2V7	83985	Transporter	Transporter
Q9H2X9	57468	Transporter	Transporter
Q9H2Y9	81796	Transporter	Transporter
Q9H310	57127	Transporter	Transporter
Q9H598	140679	Transporter	Transporter
Q9H841	79815	Transporter	Transporter
Q9H936	79751	Transporter	Transporter
Q9H9B4	94081	Transporter	Transporter
Q9HAB3	79581	Transporter	Transporter
Q9HAS3	64078	Transporter	Transporter
Q9HBG4	50617	Transporter	Transporter
Q9HBR0	124565	Transporter	Transporter
Q9HC07	55858	Transporter	Transporter
Q9HC21	60386	Transporter	Transporter
Q9HC58	57419	Transporter	Transporter
Q9HCJ1	56172	Transporter	Transporter
Q9NP58	10058	Transporter	Transporter
Q9NP59	30061	Transporter	Transporter
Q9NP78	23457	Transporter	Transporter
Q9NP91	54716	Transporter	Transporter
Q9NP94	29986	Transporter	Transporter
Q9NPD5	28234	Transporter	Transporter
Q9NQ40	113278	Transporter	Transporter
Q9NQQ7	51006	Transporter	Transporter
Q9NRA2	26503	Transporter	Transporter
Q9NRK6	23456	Transporter	Transporter
Q9NRM0	56606	Transporter	Transporter
Q9NS82	56301	Transporter	Transporter
Q9NSA0	55867	Transporter	Transporter
Q9NSD5	6540	Transporter	Transporter
Q9NTI2	51761	Transporter	Transporter
Q9NTN3	23169	Transporter	Transporter
Q9NUM3	55334	Transporter	Transporter
Q9NUT2	11194	Transporter	Transporter
Q9NVC3	55238	Transporter	Transporter
Q9NWF4	55065	Transporter	Transporter
Q9NY26	27173	Transporter	Transporter
Q9NY64	29988	Transporter	Transporter
Q9NY91	6527	Transporter	Transporter
Q9NYB5	53919	Transporter	Transporter
Q9NYZ2	51312	Transporter	Transporter
Q9NZJ7	23787	Transporter	Transporter
Q9P241	57205	Transporter	Transporter
Q9P2U7	57030	Transporter	Transporter
Q9P2U8	57084	Transporter	Transporter
Q9UBD6	51458	Transporter	Transporter
Q9UBH6	9213	Transporter	Transporter
Q9UBJ2	225	Transporter	Transporter
Q9UBX3	1468	Transporter	Transporter
Q9UBY0	6549	Transporter	Transporter
Q9UGH3	9962	Transporter	Transporter
Q9UGQ3	11182	Transporter	Transporter
Q9UHC9	29881	Transporter	Transporter
Q9UHI5	23428	Transporter	Transporter
Q9UHI7	9963	Transporter	Transporter
Q9UHW9	9990	Transporter	Transporter
Q9UI12	51606	Transporter	Transporter
Q9UI40	25769	Transporter	Transporter
Q9UIG8	28232	Transporter	Transporter
Q9UJS0	10165	Transporter	Transporter
Q9UKG4	26266	Transporter	Transporter
Q9ULF5	57181	Transporter	Transporter
Q9UM01	9056	Transporter	Transporter
Q9UMX9	51151	Transporter	Transporter
Q9UN76	11254	Transporter	Transporter
Q9UNQ0	9429	Transporter	Transporter
Q9UP95	6560	Transporter	Transporter
Q9UPI3	55640	Transporter	Transporter
Q9UPR5	6543	Transporter	Transporter
Q9UPY5	23657	Transporter	Transporter
Q9Y226	9390	Transporter	Transporter
Q9Y267	9389	Transporter	Transporter
Q9Y289	8884	Transporter	Transporter
Q9Y2C5	10050	Transporter	Transporter
