uniprot_id	entrez_id	class	subclass
P61604	3336	Other protein	OP
P10809	3329	Other protein	OP
Q13231	1118	Other protein	OP
Q99653	11261	Other protein	OP
Q99828	10519	Other protein	OP
O75838	10518	Other protein	OP
O75390	1431	Other protein	OP
P61024	1163	Other protein	OP
Q7Z460	23332	Other protein	OP
Q86T13	161198	Other protein	OP
O00299	1192	Other protein	OP
P10909	1191	Other protein	OP
Q86VU5	118881	Other protein	OP
Q8N1G2	23070	Other protein	OP
P02452	1277	Other protein	OP
P08123	1278	Other protein	OP
P02458	1280	Other protein	OP
P02461	1281	Other protein	OP
P53420	1286	Other protein	OP
P07357	731	Other protein	OP
P07358	732	Other protein	OP
P07360	733	Other protein	OP
P02748	735	Other protein	OP
Q96CD2	60490	Other protein	OP
P23528	1072	Other protein	OP
P01189	5443	Other protein	OP
P04118	1208	Other protein	OP
P49747	1311	Other protein	OP
Q9Y678	22820	Other protein	OP
P00395	4512	Other protein	OP
P00403	4513	Other protein	OP
P00414	4514	Other protein	OP
P13073	1327	Other protein	OP
P20674	9377	Other protein	OP
P10606	1329	Other protein	OP
P09669	1345	Other protein	OP
P24311	1349	Other protein	OP
P15954	1350	Other protein	OP
P10176	1351	Other protein	OP
Q99829	8904	Other protein	OP
P04632	826	Other protein	OP
P31327	1373	Other protein	OP
P50416	1374	Other protein	OP
P23786	1376	Other protein	OP
P16220	1385	Other protein	OP
Q494W8	89832	Other protein	OP
P06850	1392	Other protein	OP
P02741	1401	Other protein	OP
Q14894	1428	Other protein	OP
Q9Y600	51380	Other protein	OP
P04141	1437	Other protein	OP
P13611	1462	Other protein	OP
P21291	1465	Other protein	OP
Q13363	1487	Other protein	OP
Q9GZU7	58190	Other protein	OP
P35222	1499	Other protein	OP
O60931	1497	Other protein	OP
O60494	8029	Other protein	OP
Q02221	1339	Other protein	OP
P14854	1340	Other protein	OP
P24310	1346	Other protein	OP
P02775	5473	Other protein	OP
P02778	3627	Other protein	OP
P08574	1537	Other protein	OP
P13498	1535	Other protein	OP
O43169	80777	Other protein	OP
P00167	1528	Other protein	OP
P00156	4519	Other protein	OP
P99999	54205	Other protein	OP
Q99418	9266	Other protein	OP
O43739	9265	Other protein	OP
P08174	1604	Other protein	OP
Q8N907	199699	Other protein	OP
Q9UN19	27071	Other protein	OP
Q9NR28	56616	Other protein	OP
P27707	1633	Other protein	OP
Q96C86	28960	Other protein	OP
P06132	7389	Other protein	OP
Q7Z4W1	51181	Other protein	OP
P17844	1655	Other protein	OP
P26196	1656	Other protein	OP
Q16698	1666	Other protein	OP
Q9HBH1	64146	Other protein	OP
P15924	1832	Other protein	OP
P60981	11034	Other protein	OP
Q96PD7	84649	Other protein	OP
P23743	1606	Other protein	OP
Q9Y6T7	1607	Other protein	OP
Q16760	8527	Other protein	OP
P52429	8526	Other protein	OP
P49619	1608	Other protein	OP
Q86XP1	160851	Other protein	OP
O75912	9162	Other protein	OP
Q5KSL6	139189	Other protein	OP
P52824	1609	Other protein	OP
Q13574	8525	Other protein	OP
Q8NBQ5	51170	Other protein	OP
P14061	3292	Other protein	OP
P37059	3294	Other protein	OP
P37058	3293	Other protein	OP
P51659	3295	Other protein	OP
P56937	51478	Other protein	OP
Q92506	7923	Other protein	OP
Q9UBM7	1717	Other protein	OP
P00367	2746	Other protein	OP
P49448	2747	Other protein	OP
P80365	3291	Other protein	OP
P09417	5860	Other protein	OP
Q6UWP2	79154	Other protein	OP
O75911	9249	Other protein	OP
Q9BTZ2	10901	Other protein	OP
O14521	6392	Other protein	OP
Q00796	6652	Other protein	OP
P49366	1725	Other protein	OP
P09622	1738	Other protein	OP
P78352	1742	Other protein	OP
Q14565	11144	Other protein	OP
P11532	1756	Other protein	OP
P18858	3978	Other protein	OP
P49916	3980	Other protein	OP
Q9H2P9	51611	Other protein	OP
Q14181	23649	Other protein	OP
Q07864	5426	Other protein	OP
P56282	5427	Other protein	OP
Q9NRF9	54107	Other protein	OP
Q9NR33	56655	Other protein	OP
P09884	5422	Other protein	OP
P06746	5423	Other protein	OP
Q12882	1806	Other protein	OP
Q16555	1808	Other protein	OP
P01906	3118	Other protein	OP
P01920	3119	Other protein	OP
P01903	3122	Other protein	OP
P79483	3125	Other protein	OP
P13762	3126	Other protein	OP
Q30154	3127	Other protein	OP
P33316	1854	Other protein	OP
Q13838	7919	Other protein	OP
Q86XF0	200895	Other protein	OP
Q15125	10682	Other protein	OP
P40939	3030	Other protein	OP
P30084	1892	Other protein	OP
Q08426	1962	Other protein	OP
P42126	1632	Other protein	OP
O75521	10455	Other protein	OP
P12724	6037	Other protein	OP
P05305	1906	Other protein	OP
Q15075	8411	Other protein	OP
P68104	1915	Other protein	OP
Q7Z2Z2	79631	Other protein	OP
P49411	7284	Other protein	OP
P01133	1950	Other protein	OP
P15502	2006	Other protein	OP
Q9NXB9	54898	Other protein	OP
Q9GZR5	6785	Other protein	OP
Q9NYP7	60481	Other protein	OP
P06733	2023	Other protein	OP
P13929	2027	Other protein	OP
P09104	2026	Other protein	OP
Q9UHY7	58478	Other protein	OP
Q16206	10495	Other protein	OP
P22413	5167	Other protein	OP
Q99814	2034	Other protein	OP
P16422	4072	Other protein	OP
Q9UNN8	10544	Other protein	OP
Q9Y6I3	29924	Other protein	OP
P15170	2935	Other protein	OP
Q86YB8	56605	Other protein	OP
Q96BH3	64100	Other protein	OP
Q86US8	23293	Other protein	OP
P10768	2098	Other protein	OP
Q16134	2110	Other protein	OP
Q9UBQ6	2135	Other protein	OP
P00488	2162	Other protein	OP
P05160	2165	Other protein	OP
P09467	2203	Other protein	OP
P16118	5207	Other protein	OP
Q16877	5210	Other protein	OP
P16930	2184	Other protein	OP
Q8IVS2	27349	Other protein	OP
O60427	3992	Other protein	OP
O95864	9415	Other protein	OP
P35556	2201	Other protein	OP
Q75N90	84467	Other protein	OP
Q8TF61	150726	Other protein	OP
P12318	2212	Other protein	OP
P31994	2213	Other protein	OP
P31995	9103	Other protein	OP
O75015	2215	Other protein	OP
P12314	2209	Other protein	OP
Q92637	2210	Other protein	OP
Q13630	7264	Other protein	OP
O75636	8547	Other protein	OP
P39748	2237	Other protein	OP
P02765	197	Other protein	OP
O95750	9965	Other protein	OP
P05230	2246	Other protein	OP
P09038	2247	Other protein	OP
P08620	2249	Other protein	OP
P49789	2272	Other protein	OP
P02671	2243	Other protein	OP
P02675	2244	Other protein	OP
P02679	2266	Other protein	OP
P02751	2335	Other protein	OP
P21333	2316	Other protein	OP
Q96DP5	123263	Other protein	OP
Q05932	2356	Other protein	OP
P15328	2348	Other protein	OP
P14207	2350	Other protein	OP
P41439	2352	Other protein	OP
P01100	2353	Other protein	OP
Q16595	2395	Other protein	OP
P02794	2495	Other protein	OP
P02792	2512	Other protein	OP
P19883	10468	Other protein	OP
O95954	10841	Other protein	OP
Q9C0B1	79068	Other protein	OP
Q96AE4	8880	Other protein	OP
Q92945	8570	Other protein	OP
O14556	26330	Other protein	OP
P04406	2597	Other protein	OP
P11413	2539	Other protein	OP
O95479	9563	Other protein	OP
P06744	2821	Other protein	OP
Q6ZQY3	339896	Other protein	OP
Q14376	2582	Other protein	OP
P51570	2584	Other protein	OP
Q14353	2593	Other protein	OP
Q14697	23193	Other protein	OP
Q8TET4	2595	Other protein	OP
Q9H4G4	152007	Other protein	OP
P41250	2617	Other protein	OP
P01350	2520	Other protein	OP
P59768	54331	Other protein	OP
Q92947	2639	Other protein	OP
P30793	2643	Other protein	OP
P23434	2653	Other protein	OP
P23378	2731	Other protein	OP
P48728	275	Other protein	OP
O14793	2660	Other protein	OP
P39905	2668	Other protein	OP
P06396	2934	Other protein	OP
Q9NQX3	10243	Other protein	OP
Q9BVM4	87769	Other protein	OP
Q7Z4J2	360203	Other protein	OP
P48060	11010	Other protein	OP
P15104	2752	Other protein	OP
Q16775	3029	Other protein	OP
P35754	2745	Other protein	OP
Q9NS18	51022	Other protein	OP
Q9UI32	27165	Other protein	OP
Q9NZD2	51228	Other protein	OP
Q6IB77	10249	Other protein	OP
P34896	6470	Other protein	OP
P46976	2992	Other protein	OP
Q969I3	92292	Other protein	OP
Q8WU03	219970	Other protein	OP
P34897	6472	Other protein	OP
O60547	2762	Other protein	OP
P36959	2766	Other protein	OP
P63096	2770	Other protein	OP
P63092	2778	Other protein	OP
P11488	2779	Other protein	OP
P22749	10578	Other protein	OP
Q14749	27232	Other protein	OP
P46926	10007	Other protein	OP
P07359	2811	Other protein	OP
P21695	2819	Other protein	OP
P14770	2815	Other protein	OP
Q14956	10457	Other protein	OP
P18283	2877	Other protein	OP
P22352	2878	Other protein	OP
P36969	2879	Other protein	OP
O75715	2880	Other protein	OP
P59796	257202	Other protein	OP
Q96SL4	2882	Other protein	OP
Q8TED1	493869	Other protein	OP
P28676	25801	Other protein	OP
P62993	2885	Other protein	OP
P48507	2730	Other protein	OP
P48506	2729	Other protein	OP
P48637	2937	Other protein	OP
P0CG29	2953	Other protein	OP
P08263	2938	Other protein	OP
P09210	2939	Other protein	OP
Q16772	2940	Other protein	OP
O15217	2941	Other protein	OP
Q7RTV2	221357	Other protein	OP
Q9Y2Q3	373156	Other protein	OP
P09488	2944	Other protein	OP
P28161	2946	Other protein	OP
P21266	2947	Other protein	OP
Q03013	2948	Other protein	OP
P46439	2949	Other protein	OP
P78417	9446	Other protein	OP
Q9H4Y5	119391	Other protein	OP
P09211	2950	Other protein	OP
P30711	2952	Other protein	OP
P0CG30	653689	Other protein	OP
P49915	8833	Other protein	OP
P43080	2978	Other protein	OP
P10412	3008	Other protein	OP
P62807	3017	Other protein	OP
P62807	8339	Other protein	OP
P62807	8343	Other protein	OP
P62807	8344	Other protein	OP
P62807	8346	Other protein	OP
P62807	8347	Other protein	OP
Q5JVS0	22927	Other protein	OP
Q9UJM8	54363	Other protein	OP
Q9NYQ3	51179	Other protein	OP
P69905	3039	Other protein	OP
P69905	3040	Other protein	OP
P68871	3043	Other protein	OP
Q99714	3028	Other protein	OP
Q16836	3033	Other protein	OP
P51858	3068	Other protein	OP
P42858	3064	Other protein	OP
P22557	212	Other protein	OP
P13196	211	Other protein	OP
P13716	210	Other protein	OP
P22830	2235	Other protein	OP
P02790	3263	Other protein	OP
P07686	3074	Other protein	OP
O14964	9146	Other protein	OP
Q6NVY1	26275	Other protein	OP
Q16665	3091	Other protein	OP
Q9NWT6	55662	Other protein	OP
P49773	3094	Other protein	OP
P19622	2020	Other protein	OP
P09429	3146	Other protein	OP
P35914	3155	Other protein	OP
O75330	3161	Other protein	OP
Q95460	3140	Other protein	OP
P20823	6927	Other protein	OP
P50135	3176	Other protein	OP
P31943	3187	Other protein	OP
P31942	3189	Other protein	OP
Q14103	3184	Other protein	OP
P52597	3185	Other protein	OP
P61978	3190	Other protein	OP
P14866	3191	Other protein	OP
Q86YZ3	388697	Other protein	OP
Q5SSJ5	50809	Other protein	OP
Q6MZM0	341208	Other protein	OP
P10915	1404	Other protein	OP
Q96S86	145864	Other protein	OP
Q86UW8	404037	Other protein	OP
P00492	3251	Other protein	OP
Q92598	10808	Other protein	OP
O14792	9957	Other protein	OP
Q9Y663	9955	Other protein	OP
Q00613	3297	Other protein	OP
P48723	6782	Other protein	OP
P34932	3308	Other protein	OP
P04792	3315	Other protein	OP
Q9BUP3	10553	Other protein	OP
P42357	3034	Other protein	OP
P31260	3206	Other protein	OP
P19367	3098	Other protein	OP
P10997	3375	Other protein	OP
P17936	3486	Other protein	OP
Q16270	3490	Other protein	OP
P05362	3383	Other protein	OP
P50213	3419	Other protein	OP
O43837	3420	Other protein	OP
P51553	3421	Other protein	OP
P41091	1968	Other protein	OP
P60842	1973	Other protein	OP
P06730	1977	Other protein	OP
P56537	3692	Other protein	OP
P01563	3440	Other protein	OP
P01574	3456	Other protein	OP
P01579	3458	Other protein	OP
P05019	3479	Other protein	OP
P01591	3512	Other protein	OP
P15814	3543	Other protein	OP
Q6WRI0	285313	Other protein	OP
Q6NXR0	56269	Other protein	OP
P25963	4792	Other protein	OP
P22301	3586	Other protein	OP
P29460	3593	Other protein	OP
P35225	3596	Other protein	OP
P40933	3600	Other protein	OP
Q16552	3605	Other protein	OP
P01583	3552	Other protein	OP
P01584	3553	Other protein	OP
P18510	3557	Other protein	OP
Q9NPF7	51561	Other protein	OP
P60568	3558	Other protein	OP
P08700	3562	Other protein	OP
P05112	3565	Other protein	OP
P05113	3567	Other protein	OP
P05231	3569	Other protein	OP
P10145	3576	Other protein	OP
Q9BZV3	50939	Other protein	OP
Q9NQS7	3619	Other protein	OP
Q9NPH2	51477	Other protein	OP
P01308	3630	Other protein	OP
P61925	5569	Other protein	OP
P46940	8826	Other protein	OP
P35568	3667	Other protein	OP
Q96AZ6	3669	Other protein	OP
Q9BY32	3704	Other protein	OP
P26440	3712	Other protein	OP
Q8WYK2	122953	Other protein	OP
Q9UQF2	9479	Other protein	OP
P05412	3725	Other protein	OP
P13645	3858	Other protein	OP
Q99456	3859	Other protein	OP
P02533	3861	Other protein	OP
P08779	3868	Other protein	OP
P35527	3857	Other protein	OP
P35908	3849	Other protein	OP
P04264	3848	Other protein	OP
P13647	3852	Other protein	OP
P02538	3853	Other protein	OP
P08729	3855	Other protein	OP
P05787	3856	Other protein	OP
P00568	203	Other protein	OP
P54819	204	Other protein	OP
Q96MA6	158067	Other protein	OP
Q9P2N6	55683	Other protein	OP
Q6YP21	56267	Other protein	OP
O75600	23464	Other protein	OP
Q14722	7881	Other protein	OP
Q13303	8514	Other protein	OP
Q16558	3779	Other protein	OP
Q9Y691	10242	Other protein	OP
Q9NPA1	27094	Other protein	OP
Q86W47	27345	Other protein	OP
P15382	3753	Other protein	OP
Q9Y6J6	9992	Other protein	OP
Q9Y6H6	10008	Other protein	OP
Q8WWG9	23704	Other protein	OP
Q9UJ90	23630	Other protein	OP
P12277	1152	Other protein	OP
P06732	1158	Other protein	OP
P17540	1160	Other protein	OP
P12532	1159	Other protein	OP
P12532	548596	Other protein	OP
P30085	51727	Other protein	OP
Q16774	2987	Other protein	OP
Q12756	547	Other protein	OP
Q99661	11004	Other protein	OP
P04183	7083	Other protein	OP
O00142	7084	Other protein	OP
Q701N4	440021	Other protein	OP
Q6L8H2	387266	Other protein	OP
P23919	1841	Other protein	OP
Q16719	8942	Other protein	OP
P32004	3897	Other protein	OP
P00709	3906	Other protein	OP
P25391	284217	Other protein	OP
Q16787	3909	Other protein	OP
O15230	3911	Other protein	OP
P07942	3912	Other protein	OP
P11047	3915	Other protein	OP
Q6UX15	143903	Other protein	OP
Q9UIC8	51451	Other protein	OP
Q8WX39	392399	Other protein	OP
Q6UWM7	197021	Other protein	OP
Q6ZMR3	160287	Other protein	OP
Q9BYZ2	92483	Other protein	OP
P00338	3939	Other protein	OP
P07195	3945	Other protein	OP
P07864	3948	Other protein	OP
P01130	3949	Other protein	OP
Q9UJU2	51176	Other protein	OP
Q05315	1178	Other protein	OP
P09382	3956	Other protein	OP
P05162	3957	Other protein	OP
P17931	3958	Other protein	OP
P47929	3963	Other protein	OP
P47929	653499	Other protein	OP
O00182	3965	Other protein	OP
Q04760	2739	Other protein	OP
O43766	11019	Other protein	OP
P06858	4023	Other protein	OP
P54317	5408	Other protein	OP
Q9Y234	51601	Other protein	OP
P49257	3998	Other protein	OP
Q9Y468	26013	Other protein	OP
P09848	3938	Other protein	OP
O95237	9227	Other protein	OP
Q07954	4035	Other protein	OP
P98164	4036	Other protein	OP
P62312	11157	Other protein	OP
P51884	4060	Other protein	OP
P16581	6401	Other protein	OP
P16109	6403	Other protein	OP
P61626	4069	Other protein	OP
P0DM35	645745	Other protein	OP
Q9UKM7	11253	Other protein	OP
Q16706	4124	Other protein	OP
O43708	2954	Other protein	OP
Q7L5Y9	10296	Other protein	OP
P23368	4200	Other protein	OP
Q16798	10873	Other protein	OP
P48163	4199	Other protein	OP
P78559	4130	Other protein	OP
P27816	4134	Other protein	OP
Q9UEW3	8685	Other protein	OP
P11226	4153	Other protein	OP
Q96RQ3	56922	Other protein	OP
Q9HCC0	64087	Other protein	OP
Q8NI22	90411	Other protein	OP
P40925	4190	Other protein	OP
P40926	4191	Other protein	OP
Q00987	4193	Other protein	OP
Q15648	5469	Other protein	OP
Q99707	4548	Other protein	OP
Q00266	4143	Other protein	OP
P31153	4144	Other protein	OP
P26572	4245	Other protein	OP
P16455	4255	Other protein	OP
P08493	4256	Other protein	OP
P10620	4257	Other protein	OP
Q99735	4258	Other protein	OP
O14880	4259	Other protein	OP
P14174	4282	Other protein	OP
P19105	10627	Other protein	OP
Q8IVH4	166785	Other protein	OP
Q9Y4U1	25974	Other protein	OP
Q02252	4329	Other protein	OP
Q96EN8	55034	Other protein	OP
P20645	4074	Other protein	OP
P11717	3482	Other protein	OP
P22897	4360	Other protein	OP
Q969V6	57591	Other protein	OP
Q13421	10232	Other protein	OP
Q15800	6307	Other protein	OP
Q9UJ68	4482	Other protein	OP
P04731	4489	Other protein	OP
P07438	4490	Other protein	OP
P04732	4493	Other protein	OP
P04733	4494	Other protein	OP
P13640	4495	Other protein	OP
P80294	4496	Other protein	OP
Q8N339	4499	Other protein	OP
P80297	4501	Other protein	OP
P02795	4502	Other protein	OP
P47944	84560	Other protein	OP
P11137	4133	Other protein	OP
Q13126	4507	Other protein	OP
P13995	10797	Other protein	OP
Q14872	4520	Other protein	OP
P42898	4524	Other protein	OP
Q9Y4I5	9633	Other protein	OP
P55157	4547	Other protein	OP
Q9UBK8	4552	Other protein	OP
Q8WXI7	94025	Other protein	OP
P15941	4582	Other protein	OP
P22033	4594	Other protein	OP
P01106	4609	Other protein	OP
P02144	4151	Other protein	OP
P35749	4629	Other protein	OP
Q7Z406	79784	Other protein	OP
P12883	4625	Other protein	OP
P35579	4627	Other protein	OP
P14649	140465	Other protein	OP
Q12965	4643	Other protein	OP
Q15274	23475	Other protein	OP
Q6IA69	55191	Other protein	OP
P17050	4668	Other protein	OP
Q9UJ70	55577	Other protein	OP
Q9UK23	51172	Other protein	OP
Q8N159	162417	Other protein	OP
P43490	10135	Other protein	OP
P52961	417	Other protein	OP
Q9UHQ9	51706	Other protein	OP
P00387	1727	Other protein	OP
O14594	1463	Other protein	OP
P14598	653361	Other protein	OP
P19878	4688	Other protein	OP
Q15080	4689	Other protein	OP
Q9HCD5	57727	Other protein	OP
P16435	5447	Other protein	OP
P62166	23413	Other protein	OP
P15531	4830	Other protein	OP
P22392	4831	Other protein	OP
P22392	654364	Other protein	OP
P52848	3340	Other protein	OP
O15239	4694	Other protein	OP
O43678	4695	Other protein	OP
O95167	4696	Other protein	OP
O00483	4697	Other protein	OP
Q16718	4698	Other protein	OP
P56556	4700	Other protein	OP
O95182	4701	Other protein	OP
P51970	4702	Other protein	OP
Q16795	4704	Other protein	OP
O95299	4705	Other protein	OP
Q86Y39	126328	Other protein	OP
Q9UI09	55967	Other protein	OP
Q9P0J0	51079	Other protein	OP
O75438	4707	Other protein	OP
O95178	4708	Other protein	OP
O43676	4709	Other protein	OP
O95168	4710	Other protein	OP
O43674	4711	Other protein	OP
O95139	4712	Other protein	OP
P17568	4713	Other protein	OP
O95169	4714	Other protein	OP
Q9Y6M9	4715	Other protein	OP
O96000	4716	Other protein	OP
O43677	4717	Other protein	OP
O95298	4718	Other protein	OP
P28331	4719	Other protein	OP
O75306	4720	Other protein	OP
O75489	4722	Other protein	OP
O43181	4724	Other protein	OP
O43920	4725	Other protein	OP
O75380	4726	Other protein	OP
O75251	374291	Other protein	OP
O00217	4728	Other protein	OP
P49821	4723	Other protein	OP
P19404	4729	Other protein	OP
P56181	4731	Other protein	OP
Q96NY8	81607	Other protein	OP
Q96FI4	79661	Other protein	OP
Q969S2	252969	Other protein	OP
Q9Y6K9	8517	Other protein	OP
P01178	5020	Other protein	OP
Q8NFW8	55907	Other protein	OP
Q99519	4758	Other protein	OP
Q9Y3R4	4759	Other protein	OP
Q14494	4779	Other protein	OP
O95644	4772	Other protein	OP
P19838	4790	Other protein	OP
Q00653	4791	Other protein	OP
Q9Y697	9054	Other protein	OP
P80188	3934	Other protein	OP
P01138	4803	Other protein	OP
P55769	4809	Other protein	OP
P14543	4811	Other protein	OP
Q9Y221	51388	Other protein	OP
Q9Y2I1	11188	Other protein	OP
Q9HAN9	64802	Other protein	OP
Q96T66	349565	Other protein	OP
Q9HBL8	57407	Other protein	OP
P30419	4836	Other protein	OP
O60551	9397	Other protein	OP
P40261	4837	Other protein	OP
Q13423	23530	Other protein	OP
Q14978	9221	Other protein	OP
Q15155	23420	Other protein	OP
Q8NFA2	124056	Other protein	OP
P06748	4869	Other protein	OP
P01303	4852	Other protein	OP
P15559	1728	Other protein	OP
P16083	4835	Other protein	OP
P48552	8204	Other protein	OP
Q9ULB1	9378	Other protein	OP
Q15738	50814	Other protein	OP
P46459	4905	Other protein	OP
P03886	4535	Other protein	OP
P03891	4536	Other protein	OP
P03897	4537	Other protein	OP
P03901	4539	Other protein	OP
P03905	4538	Other protein	OP
P03915	4540	Other protein	OP
P03923	4541	Other protein	OP
Q9NRX3	56901	Other protein	OP
P80303	4925	Other protein	OP
Q9Y266	10726	Other protein	OP
Q9BW91	53343	Other protein	OP
P00973	4938	Other protein	OP
P04181	4942	Other protein	OP
P54368	4946	Other protein	OP
Q9NY56	29991	Other protein	OP
Q9UKG9	54677	Other protein	OP
Q02218	4967	Other protein	OP
P10515	1737	Other protein	OP
P29803	5161	Other protein	OP
P08559	5160	Other protein	OP
P11177	5162	Other protein	OP
O60502	10724	Other protein	OP
Q8N543	55239	Other protein	OP
Q6N063	79676	Other protein	OP
O14841	26873	Other protein	OP
O43612	3060	Other protein	OP
P02818	632	Other protein	OP
P00480	5009	Other protein	OP
P14920	1610	Other protein	OP
Q96RQ9	259307	Other protein	OP
Q32P28	64175	Other protein	OP
Q8IVL5	55214	Other protein	OP
Q8IVL6	10536	Other protein	OP
P13674	5033	Other protein	OP
O15460	8974	Other protein	OP
Q9NXG6	54681	Other protein	OP
P04637	7157	Other protein	OP
P32322	5831	Other protein	OP
Q96C36	29920	Other protein	OP
Q53H96	65263	Other protein	OP
P54886	5832	Other protein	OP
O15350	7161	Other protein	OP
Q15102	5050	Other protein	OP
P18509	116	Other protein	OP
Q9Y2J8	11240	Other protein	OP
Q6TGC4	353238	Other protein	OP
P09466	5047	Other protein	OP
O14832	5264	Other protein	OP
P51003	10914	Other protein	OP
O43252	9061	Other protein	OP
Q460N3	165631	Other protein	OP
Q8TAB3	57526	Other protein	OP
P35558	5105	Other protein	OP
P12004	5111	Other protein	OP
P49585	5130	Other protein	OP
Q9Y5K3	9468	Other protein	OP
Q9NZQ7	29126	Other protein	OP
O75340	10016	Other protein	OP
P01127	5155	Other protein	OP
Q9GZP0	80310	Other protein	OP
P07237	5034	Other protein	OP
P30101	2923	Other protein	OP
O00764	8566	Other protein	OP
Q9BY49	55825	Other protein	OP
Q9UBV8	553115	Other protein	OP
Q9NZ42	55851	Other protein	OP
P11678	8288	Other protein	OP
P18669	5223	Other protein	OP
P15259	5224	Other protein	OP
P98160	3339	Other protein	OP
P16112	176	Other protein	OP
P00558	5230	Other protein	OP
P36871	5236	Other protein	OP
O00264	10857	Other protein	OP
Q96PD5	114770	Other protein	OP
Q96LB9	114771	Other protein	OP
Q92696	5875	Other protein	OP
P53609	5229	Other protein	OP
P53611	5876	Other protein	OP
Q99623	11331	Other protein	OP
P35232	5245	Other protein	OP
Q8TCT1	162466	Other protein	OP
P61457	5092	Other protein	OP
P22061	5110	Other protein	OP
Q13526	5300	Other protein	OP
Q00169	5306	Other protein	OP
Q9HB21	59338	Other protein	OP
Q9H4M7	57664	Other protein	OP
P14923	3728	Other protein	OP
Q15111	5334	Other protein	OP
P02776	5196	Other protein	OP
P49763	5228	Other protein	OP
O60664	10226	Other protein	OP
Q02809	5351	Other protein	OP
O00469	5352	Other protein	OP
O60568	8985	Other protein	OP
O94903	11212	Other protein	OP
Q96GD0	57026	Other protein	OP
P29590	5371	Other protein	OP
P54278	5395	Other protein	OP
Q9NVS9	55163	Other protein	OP
Q9UBT6	51426	Other protein	OP
Q9H8P0	79644	Other protein	OP
P62136	5499	Other protein	OP
P36873	5501	Other protein	OP
P67775	5515	Other protein	OP
P62714	5516	Other protein	OP
Q08209	5530	Other protein	OP
P15309	55	Other protein	OP
P05187	250	Other protein	OP
P10696	251	Other protein	OP
P05186	249	Other protein	OP
Q9UKL6	58488	Other protein	OP
P23284	5479	Other protein	OP
P45877	5480	Other protein	OP
P30405	10105	Other protein	OP
Q13427	9360	Other protein	OP
O43447	10465	Other protein	OP
P53041	5536	Other protein	OP
P50897	5538	Other protein	OP
Q06830	5052	Other protein	OP
P32119	7001	Other protein	OP
P30044	25824	Other protein	OP
P30041	9588	Other protein	OP
P13727	5553	Other protein	OP
Q86YN6	133522	Other protein	OP
P04156	5621	Other protein	OP
O43272	5625	Other protein	OP
P07737	5216	Other protein	OP
P35080	5217	Other protein	OP
P07225	5627	Other protein	OP
P17980	5702	Other protein	OP
P20472	5816	Other protein	OP
Q15238	5673	Other protein	OP
Q06323	5720	Other protein	OP
Q14914	22949	Other protein	OP
Q8N8N7	145482	Other protein	OP
P01270	5741	Other protein	OP
Q03393	5805	Other protein	OP
P48651	9791	Other protein	OP
Q9BVG9	81490	Other protein	OP
O15067	5198	Other protein	OP
P22234	10606	Other protein	OP
P31939	471	Other protein	OP
Q8N142	122622	Other protein	OP
P30520	159	Other protein	OP
P15151	5817	Other protein	OP
P11216	5834	Other protein	OP
P11217	5837	Other protein	OP
P27708	790	Other protein	OP
P17812	1503	Other protein	OP
O14957	10975	Other protein	OP
P31930	7384	Other protein	OP
P22695	7385	Other protein	OP
P07919	7388	Other protein	OP
P14927	7381	Other protein	OP
O14949	27089	Other protein	OP
Q9UDW1	29796	Other protein	OP
Q08257	1429	Other protein	OP
P20339	5868	Other protein	OP
P51149	7879	Other protein	OP
Q92930	51762	Other protein	OP
P51151	9367	Other protein	OP
P63000	5879	Other protein	OP
P15153	5880	Other protein	OP
P63244	10399	Other protein	OP
Q06609	5888	Other protein	OP
P35241	5962	Other protein	OP
P11233	5898	Other protein	OP
O60894	10267	Other protein	OP
O60895	10266	Other protein	OP
O60896	10268	Other protein	OP
P43487	5902	Other protein	OP
P62826	5901	Other protein	OP
P10114	5911	Other protein	OP
P62491	8766	Other protein	OP
P06400	5925	Other protein	OP
P53805	1827	Other protein	OP
Q8TC12	51109	Other protein	OP
Q96NR8	145226	Other protein	OP
Q8NBN7	112724	Other protein	OP
Q9HBH5	57665	Other protein	OP
Q92781	5959	Other protein	OP
Q9NYR8	50700	Other protein	OP
P35243	5957	Other protein	OP
P05451	5967	Other protein	OP
P51606	5973	Other protein	OP
Q6NUM9	54884	Other protein	OP
Q15493	9104	Other protein	OP
Q15382	6009	Other protein	OP
P61586	387	Other protein	OP
P62745	388	Other protein	OP
Q7Z5B4	79608	Other protein	OP
Q969G6	55312	Other protein	OP
Q96L21	140801	Other protein	OP
P27635	6134	Other protein	OP
P62913	6135	Other protein	OP
P40429	23521	Other protein	OP
P50914	9045	Other protein	OP
P61313	6138	Other protein	OP
Q07020	6141	Other protein	OP
P84098	6143	Other protein	OP
P62750	6147	Other protein	OP
P62829	9349	Other protein	OP
Q9UNX3	51121	Other protein	OP
P42766	11224	Other protein	OP
P61927	6167	Other protein	OP
P39023	6122	Other protein	OP
P36578	6124	Other protein	OP
P62917	6132	Other protein	OP
Q9UHA3	51187	Other protein	OP
P07998	6035	Other protein	OP
P10153	6036	Other protein	OP
P34096	6038	Other protein	OP
P61587	390	Other protein	OP
P22626	3181	Other protein	OP
Q16518	6121	Other protein	OP
P49247	22934	Other protein	OP
Q9P2E9	6238	Other protein	OP
P62277	6207	Other protein	OP
P08708	6218	Other protein	OP
P62269	6222	Other protein	OP
P39019	6223	Other protein	OP
